Lage;Zeitpunkt der Messung;Wochentag;Fußgänger insgesamt;Temperatur in ºc;Wetterlage;Fußgänger insgesamt Richtung Neumarkt;Fußgänger insgesamt Richtung Neuer Wall;Erwachsene;Kinder;Erwachsene Richtung Neumarkt;Erwachsene Richtung Neuer Wall;Kinder Richtung Neumarkt;Kinder Richtung Neuer Wall
Steinstraße, Moers;2022-06-15 19:00:00 +0200;Wednesday;489;26;clear-day;262;227;477;12;257;220;5;7
Steinstraße, Moers;2022-06-15 20:00:00 +0200;Wednesday;251;26;clear-day;112;139;243;8;109;134;3;5
Steinstraße, Moers;2022-06-15 21:00:00 +0200;Wednesday;245;24;clear-day;100;145;241;4;97;144;3;1
Steinstraße, Moers;2022-06-15 22:00:00 +0200;Wednesday;155;22;partly-cloudy-night;72;83;149;6;70;79;2;4
Steinstraße, Moers;2022-06-15 23:00:00 +0200;Wednesday;81;20;clear-night;26;55;79;2;26;53;0;2
Steinstraße, Moers;2022-06-16 00:00:00 +0200;Thursday;37;18;clear-night;21;16;35;2;21;14;0;2
Steinstraße, Moers;2022-06-16 01:00:00 +0200;Thursday;10;17;partly-cloudy-night;6;4;10;0;6;4;0;0
Steinstraße, Moers;2022-06-16 02:00:00 +0200;Thursday;13;17;partly-cloudy-night;3;10;13;0;3;10;0;0
Steinstraße, Moers;2022-06-16 03:00:00 +0200;Thursday;7;16;partly-cloudy-night;3;4;7;0;3;4;0;0
Steinstraße, Moers;2022-06-16 04:00:00 +0200;Thursday;3;15;partly-cloudy-night;1;2;3;0;1;2;0;0
Steinstraße, Moers;2022-06-16 05:00:00 +0200;Thursday;6;14;clear-night;2;4;6;0;2;4;0;0
Steinstraße, Moers;2022-06-16 06:00:00 +0200;Thursday;12;14;clear-day;8;4;11;1;7;4;1;0
Steinstraße, Moers;2022-06-16 07:00:00 +0200;Thursday;17;15;clear-day;12;5;16;1;11;5;1;0
Steinstraße, Moers;2022-06-16 08:00:00 +0200;Thursday;54;17;clear-day;25;29;52;2;25;27;0;2
Steinstraße, Moers;2022-06-16 09:00:00 +0200;Thursday;108;18;clear-day;64;44;102;6;60;42;4;2
Steinstraße, Moers;2022-06-16 10:00:00 +0200;Thursday;157;20;clear-day;106;51;153;4;103;50;3;1
Steinstraße, Moers;2022-06-16 11:00:00 +0200;Thursday;232;21;clear-day;116;116;227;5;115;112;1;4
Steinstraße, Moers;2022-06-16 12:00:00 +0200;Thursday;284;22;clear-day;162;122;278;6;159;119;3;3
Steinstraße, Moers;2022-06-16 13:00:00 +0200;Thursday;375;23;clear-day;200;175;358;17;192;166;8;9
Steinstraße, Moers;2022-06-16 14:00:00 +0200;Thursday;360;24;clear-day;217;143;345;15;206;139;11;4
Steinstraße, Moers;2022-06-16 15:00:00 +0200;Thursday;543;25;clear-day;283;260;527;16;273;254;10;6
Steinstraße, Moers;2022-06-16 16:00:00 +0200;Thursday;476;25;clear-day;242;234;460;16;234;226;8;8
Steinstraße, Moers;2022-06-16 17:00:00 +0200;Thursday;427;26;partly-cloudy-day;218;209;404;23;203;201;15;8
Steinstraße, Moers;2022-06-16 18:00:00 +0200;Thursday;390;26;partly-cloudy-day;172;218;371;19;162;209;10;9
Steinstraße, Moers;2022-06-16 19:00:00 +0200;Thursday;351;25;partly-cloudy-day;181;170;331;20;171;160;10;10
Steinstraße, Moers;2022-06-16 20:00:00 +0200;Thursday;213;24;partly-cloudy-day;84;129;209;4;83;126;1;3
Steinstraße, Moers;2022-06-16 21:00:00 +0200;Thursday;166;23;partly-cloudy-day;85;81;158;8;82;76;3;5
Steinstraße, Moers;2022-06-16 22:00:00 +0200;Thursday;120;21;clear-night;46;74;117;3;43;74;3;0
Steinstraße, Moers;2022-06-16 23:00:00 +0200;Thursday;42;19;partly-cloudy-night;18;24;42;0;18;24;0;0
Steinstraße, Moers;2022-06-17 00:00:00 +0200;Friday;20;18;partly-cloudy-night;11;9;19;1;11;8;0;1
Steinstraße, Moers;2022-06-17 01:00:00 +0200;Friday;3;17;partly-cloudy-night;1;2;3;0;1;2;0;0
Steinstraße, Moers;2022-06-17 02:00:00 +0200;Friday;7;16;cloudy;2;5;7;0;2;5;0;0
Steinstraße, Moers;2022-06-17 03:00:00 +0200;Friday;7;15;cloudy;4;3;7;0;4;3;0;0
Steinstraße, Moers;2022-06-17 04:00:00 +0200;Friday;4;14;cloudy;1;3;4;0;1;3;0;0
Steinstraße, Moers;2022-06-17 05:00:00 +0200;Friday;9;14;cloudy;6;3;9;0;6;3;0;0
Steinstraße, Moers;2022-06-17 06:00:00 +0200;Friday;49;15;cloudy;30;19;46;3;27;19;3;0
Steinstraße, Moers;2022-06-17 07:00:00 +0200;Friday;124;16;cloudy;59;65;120;4;59;61;0;4
Steinstraße, Moers;2022-06-17 08:00:00 +0200;Friday;430;18;cloudy;267;163;411;19;256;155;11;8
Steinstraße, Moers;2022-06-17 09:00:00 +0200;Friday;1102;20;cloudy;573;529;1068;34;553;515;20;14
Steinstraße, Moers;2022-06-17 10:00:00 +0200;Friday;2079;22;partly-cloudy-day;1102;977;1983;96;1047;936;55;41
Steinstraße, Moers;2022-06-17 11:00:00 +0200;Friday;2299;24;cloudy;1156;1143;2206;93;1097;1109;59;34
Steinstraße, Moers;2022-06-17 12:00:00 +0200;Friday;2267;25;cloudy;1102;1165;2182;85;1044;1138;58;27
Steinstraße, Moers;2022-06-17 13:00:00 +0200;Friday;1866;26;cloudy;905;961;1779;87;857;922;48;39
Steinstraße, Moers;2022-06-17 14:00:00 +0200;Friday;1740;27;partly-cloudy-day;858;882;1684;56;830;854;28;28
Steinstraße, Moers;2022-06-17 15:00:00 +0200;Friday;1532;28;partly-cloudy-day;805;727;1486;46;783;703;22;24
Steinstraße, Moers;2022-06-17 16:00:00 +0200;Friday;1576;29;partly-cloudy-day;790;786;1502;74;753;749;37;37
Steinstraße, Moers;2022-06-17 17:00:00 +0200;Friday;1306;30;partly-cloudy-day;619;687;1261;45;596;665;23;22
Steinstraße, Moers;2022-06-17 18:00:00 +0200;Friday;972;30;partly-cloudy-day;529;443;924;48;500;424;29;19
Steinstraße, Moers;2022-06-17 19:00:00 +0200;Friday;548;30;partly-cloudy-day;291;257;525;23;283;242;8;15
Steinstraße, Moers;2022-06-17 20:00:00 +0200;Friday;293;29;partly-cloudy-day;148;145;288;5;146;142;2;3
Steinstraße, Moers;2022-06-17 21:00:00 +0200;Friday;265;27;cloudy;100;165;255;10;95;160;5;5
Steinstraße, Moers;2022-06-17 22:00:00 +0200;Friday;180;25;partly-cloudy-night;72;108;178;2;71;107;1;1
Steinstraße, Moers;2022-06-17 23:00:00 +0200;Friday;85;24;partly-cloudy-night;27;58;83;2;27;56;0;2
Steinstraße, Moers;2022-06-18 00:00:00 +0200;Saturday;34;23;partly-cloudy-night;22;12;33;1;21;12;1;0
Steinstraße, Moers;2022-06-18 01:00:00 +0200;Saturday;15;22;partly-cloudy-night;6;9;15;0;6;9;0;0
Steinstraße, Moers;2022-06-18 02:00:00 +0200;Saturday;13;22;clear-night;1;12;12;1;1;11;0;1
Steinstraße, Moers;2022-06-18 03:00:00 +0200;Saturday;11;21;clear-night;4;7;11;0;4;7;0;0
Steinstraße, Moers;2022-06-18 04:00:00 +0200;Saturday;9;20;clear-night;1;8;9;0;1;8;0;0
Steinstraße, Moers;2022-06-18 05:00:00 +0200;Saturday;6;20;clear-night;4;2;5;1;4;1;0;1
Steinstraße, Moers;2022-06-18 06:00:00 +0200;Saturday;32;19;clear-day;24;8;32;0;24;8;0;0
Steinstraße, Moers;2022-06-18 07:00:00 +0200;Saturday;46;21;clear-day;24;22;46;0;24;22;0;0
Steinstraße, Moers;2022-06-18 08:00:00 +0200;Saturday;116;23;clear-day;61;55;115;1;60;55;1;0
Steinstraße, Moers;2022-06-18 09:00:00 +0200;Saturday;449;25;clear-day;234;215;426;23;218;208;16;7
Steinstraße, Moers;2022-06-18 10:00:00 +0200;Saturday;1040;27;clear-day;530;510;1003;37;508;495;22;15
Steinstraße, Moers;2022-06-18 11:00:00 +0200;Saturday;1509;29;clear-day;797;712;1461;48;769;692;28;20
Steinstraße, Moers;2022-06-18 12:00:00 +0200;Saturday;1529;30;clear-day;789;740;1469;60;752;717;37;23
Steinstraße, Moers;2022-06-18 13:00:00 +0200;Saturday;1360;32;clear-day;670;690;1325;35;651;674;19;16
Steinstraße, Moers;2022-06-18 14:00:00 +0200;Saturday;1099;32;clear-day;568;531;1075;24;553;522;15;9
Steinstraße, Moers;2022-06-18 15:00:00 +0200;Saturday;981;33;clear-day;480;501;945;36;465;480;15;21
Steinstraße, Moers;2022-06-18 16:00:00 +0200;Saturday;783;33;clear-day;371;412;764;19;360;404;11;8
Steinstraße, Moers;2022-06-18 17:00:00 +0200;Saturday;628;33;clear-day;293;335;612;16;287;325;6;10
Steinstraße, Moers;2022-06-18 18:00:00 +0200;Saturday;371;33;clear-day;178;193;363;8;176;187;2;6
Steinstraße, Moers;2022-06-18 19:00:00 +0200;Saturday;294;33;clear-day;183;111;288;6;181;107;2;4
Steinstraße, Moers;2022-06-18 20:00:00 +0200;Saturday;255;32;partly-cloudy-day;122;133;248;7;117;131;5;2
Steinstraße, Moers;2022-06-18 21:00:00 +0200;Saturday;250;30;partly-cloudy-day;120;130;248;2;119;129;1;1
Steinstraße, Moers;2022-06-18 22:00:00 +0200;Saturday;182;28;partly-cloudy-night;64;118;179;3;62;117;2;1
Steinstraße, Moers;2022-06-18 23:00:00 +0200;Saturday;88;26;partly-cloudy-night;50;38;87;1;49;38;1;0
Steinstraße, Moers;2022-06-19 00:00:00 +0200;Sunday;47;24;partly-cloudy-night;17;30;45;2;17;28;0;2
Steinstraße, Moers;2022-06-19 01:00:00 +0200;Sunday;44;23;clear-night;19;25;42;2;18;24;1;1
Steinstraße, Moers;2022-06-19 02:00:00 +0200;Sunday;18;22;clear-night;8;10;17;1;7;10;1;0
Steinstraße, Moers;2022-06-19 03:00:00 +0200;Sunday;6;21;clear-night;4;2;6;0;4;2;0;0
Steinstraße, Moers;2022-06-19 04:00:00 +0200;Sunday;1;19;clear-night;0;1;1;0;0;1;0;0
Steinstraße, Moers;2022-06-19 05:00:00 +0200;Sunday;6;18;clear-night;4;2;6;0;4;2;0;0
Steinstraße, Moers;2022-06-19 06:00:00 +0200;Sunday;10;16;clear-day;6;4;10;0;6;4;0;0
Steinstraße, Moers;2022-06-19 07:00:00 +0200;Sunday;24;16;clear-day;10;14;22;2;9;13;1;1
Steinstraße, Moers;2022-06-19 08:00:00 +0200;Sunday;33;17;clear-day;19;14;33;0;19;14;0;0
Steinstraße, Moers;2022-06-19 09:00:00 +0200;Sunday;73;18;partly-cloudy-day;46;27;69;4;42;27;4;0
Steinstraße, Moers;2022-06-19 10:00:00 +0200;Sunday;135;19;partly-cloudy-day;71;64;129;6;69;60;2;4
Steinstraße, Moers;2022-06-19 11:00:00 +0200;Sunday;119;20;partly-cloudy-day;66;53;114;5;64;50;2;3
Steinstraße, Moers;2022-06-19 12:00:00 +0200;Sunday;182;22;partly-cloudy-day;92;90;178;4;90;88;2;2
Steinstraße, Moers;2022-06-19 13:00:00 +0200;Sunday;287;23;partly-cloudy-day;171;116;267;20;156;111;15;5
Steinstraße, Moers;2022-06-19 14:00:00 +0200;Sunday;283;23;partly-cloudy-day;144;139;273;10;138;135;6;4
Steinstraße, Moers;2022-06-19 15:00:00 +0200;Sunday;438;23;partly-cloudy-day;261;177;415;23;246;169;15;8
Steinstraße, Moers;2022-06-19 16:00:00 +0200;Sunday;507;24;partly-cloudy-day;264;243;485;22;247;238;17;5
Steinstraße, Moers;2022-06-19 17:00:00 +0200;Sunday;459;23;partly-cloudy-day;207;252;439;20;200;239;7;13
Steinstraße, Moers;2022-06-19 18:00:00 +0200;Sunday;384;22;partly-cloudy-day;212;172;373;11;204;169;8;3
Steinstraße, Moers;2022-06-19 19:00:00 +0200;Sunday;236;22;partly-cloudy-day;100;136;231;5;96;135;4;1
Steinstraße, Moers;2022-06-19 20:00:00 +0200;Sunday;121;20;partly-cloudy-day;57;64;117;4;54;63;3;1
Steinstraße, Moers;2022-06-19 21:00:00 +0200;Sunday;66;19;partly-cloudy-day;24;42;66;0;24;42;0;0
Steinstraße, Moers;2022-06-19 22:00:00 +0200;Sunday;43;17;partly-cloudy-night;23;20;42;1;22;20;1;0
Steinstraße, Moers;2022-06-19 23:00:00 +0200;Sunday;7;17;partly-cloudy-night;6;1;7;0;6;1;0;0
Steinstraße, Moers;2022-06-20 00:00:00 +0200;Monday;6;16;partly-cloudy-night;5;1;6;0;5;1;0;0
Steinstraße, Moers;2022-06-20 01:00:00 +0200;Monday;4;15;partly-cloudy-night;2;2;4;0;2;2;0;0
Steinstraße, Moers;2022-06-20 02:00:00 +0200;Monday;3;15;partly-cloudy-night;1;2;3;0;1;2;0;0
Steinstraße, Moers;2022-06-20 03:00:00 +0200;Monday;3;14;cloudy;1;2;3;0;1;2;0;0
Steinstraße, Moers;2022-06-20 04:00:00 +0200;Monday;11;13;cloudy;3;8;11;0;3;8;0;0
Steinstraße, Moers;2022-06-20 05:00:00 +0200;Monday;15;13;cloudy;8;7;15;0;8;7;0;0
Steinstraße, Moers;2022-06-20 06:00:00 +0200;Monday;31;13;cloudy;20;11;30;1;19;11;1;0
Steinstraße, Moers;2022-06-20 07:00:00 +0200;Monday;125;13;cloudy;81;44;121;4;79;42;2;2
Steinstraße, Moers;2022-06-20 08:00:00 +0200;Monday;276;14;cloudy;153;123;266;10;149;117;4;6
Steinstraße, Moers;2022-06-20 09:00:00 +0200;Monday;679;14;cloudy;336;343;660;19;324;336;12;7
Steinstraße, Moers;2022-06-20 10:00:00 +0200;Monday;1212;15;cloudy;619;593;1158;54;590;568;29;25
Steinstraße, Moers;2022-06-20 11:00:00 +0200;Monday;1346;16;partly-cloudy-day;613;733;1299;47;592;707;21;26
Steinstraße, Moers;2022-06-20 12:00:00 +0200;Monday;1432;18;partly-cloudy-day;672;760;1395;37;653;742;19;18
Steinstraße, Moers;2022-06-20 13:00:00 +0200;Monday;1306;19;partly-cloudy-day;654;652;1247;59;616;631;38;21
Steinstraße, Moers;2022-06-20 14:00:00 +0200;Monday;1201;20;partly-cloudy-day;621;580;1156;45;593;563;28;17
Steinstraße, Moers;2022-06-20 15:00:00 +0200;Monday;1474;21;partly-cloudy-day;719;755;1412;62;688;724;31;31
Steinstraße, Moers;2022-06-20 16:00:00 +0200;Monday;1474;21;partly-cloudy-day;737;737;1408;66;702;706;35;31
Steinstraße, Moers;2022-06-20 17:00:00 +0200;Monday;1428;21;partly-cloudy-day;704;724;1362;66;668;694;36;30
Steinstraße, Moers;2022-06-20 18:00:00 +0200;Monday;1029;21;clear-day;564;465;986;43;537;449;27;16
Steinstraße, Moers;2022-06-20 19:00:00 +0200;Monday;359;21;clear-day;185;174;349;10;182;167;3;7
Steinstraße, Moers;2022-06-20 20:00:00 +0200;Monday;202;21;partly-cloudy-day;83;119;199;3;83;116;0;3
Steinstraße, Moers;2022-06-20 21:00:00 +0200;Monday;111;19;clear-day;46;65;106;5;45;61;1;4
Steinstraße, Moers;2022-06-20 22:00:00 +0200;Monday;73;17;clear-night;34;39;73;0;34;39;0;0
Steinstraße, Moers;2022-06-20 23:00:00 +0200;Monday;22;15;clear-night;13;9;21;1;12;9;1;0
Steinstraße, Moers;2022-06-21 00:00:00 +0200;Tuesday;19;14;clear-night;11;8;19;0;11;8;0;0
Steinstraße, Moers;2022-06-21 01:00:00 +0200;Tuesday;5;13;clear-night;3;2;5;0;3;2;0;0
Steinstraße, Moers;2022-06-21 02:00:00 +0200;Tuesday;1;12;clear-night;1;0;1;0;1;0;0;0
Steinstraße, Moers;2022-06-21 03:00:00 +0200;Tuesday;1;11;clear-night;0;1;1;0;0;1;0;0
Steinstraße, Moers;2022-06-21 04:00:00 +0200;Tuesday;6;11;clear-night;0;6;6;0;0;6;0;0
Steinstraße, Moers;2022-06-21 05:00:00 +0200;Tuesday;13;10;partly-cloudy-night;9;4;13;0;9;4;0;0
Steinstraße, Moers;2022-06-21 06:00:00 +0200;Tuesday;49;11;clear-day;29;20;48;1;28;20;1;0
Steinstraße, Moers;2022-06-21 07:00:00 +0200;Tuesday;176;12;clear-day;105;71;160;16;96;64;9;7
Steinstraße, Moers;2022-06-21 08:00:00 +0200;Tuesday;402;14;clear-day;244;158;384;18;228;156;16;2
Steinstraße, Moers;2022-06-21 09:00:00 +0200;Tuesday;1007;16;clear-day;538;469;954;53;504;450;34;19
Steinstraße, Moers;2022-06-21 10:00:00 +0200;Tuesday;1542;19;partly-cloudy-day;795;747;1451;91;741;710;54;37
Steinstraße, Moers;2022-06-21 11:00:00 +0200;Tuesday;1825;20;partly-cloudy-day;927;898;1759;66;897;862;30;36
Steinstraße, Moers;2022-06-21 12:00:00 +0200;Tuesday;1796;21;partly-cloudy-day;885;911;1729;67;852;877;33;34
Steinstraße, Moers;2022-06-21 13:00:00 +0200;Tuesday;1427;22;cloudy;695;732;1371;56;668;703;27;29
Steinstraße, Moers;2022-06-21 14:00:00 +0200;Tuesday;1291;23;partly-cloudy-day;581;710;1238;53;560;678;21;32
Steinstraße, Moers;2022-06-21 15:00:00 +0200;Tuesday;1477;24;partly-cloudy-day;724;753;1401;76;684;717;40;36
Steinstraße, Moers;2022-06-21 16:00:00 +0200;Tuesday;1541;24;partly-cloudy-day;759;782;1466;75;720;746;39;36
Steinstraße, Moers;2022-06-21 17:00:00 +0200;Tuesday;1401;25;partly-cloudy-day;724;677;1314;87;669;645;55;32
Steinstraße, Moers;2022-06-21 18:00:00 +0200;Tuesday;854;25;partly-cloudy-day;445;409;812;42;421;391;24;18
Steinstraße, Moers;2022-06-21 19:00:00 +0200;Tuesday;313;24;partly-cloudy-day;153;160;305;8;150;155;3;5
Steinstraße, Moers;2022-06-21 20:00:00 +0200;Tuesday;142;23;partly-cloudy-day;49;93;141;1;48;93;1;0
Steinstraße, Moers;2022-06-21 21:00:00 +0200;Tuesday;117;22;partly-cloudy-day;52;65;115;2;51;64;1;1
Steinstraße, Moers;2022-06-21 22:00:00 +0200;Tuesday;66;20;partly-cloudy-night;29;37;63;3;27;36;2;1
Steinstraße, Moers;2022-06-21 23:00:00 +0200;Tuesday;28;19;partly-cloudy-night;14;14;28;0;14;14;0;0
Steinstraße, Moers;2022-06-22 00:00:00 +0200;Wednesday;20;16;clear-night;15;5;20;0;15;5;0;0
Steinstraße, Moers;2022-06-22 01:00:00 +0200;Wednesday;6;15;clear-night;5;1;6;0;5;1;0;0
Steinstraße, Moers;2022-06-22 02:00:00 +0200;Wednesday;5;15;clear-night;1;4;5;0;1;4;0;0
Steinstraße, Moers;2022-06-22 03:00:00 +0200;Wednesday;0;14;clear-night;0;0;0;0;0;0;0;0
Steinstraße, Moers;2022-06-22 04:00:00 +0200;Wednesday;6;13;clear-night;3;3;6;0;3;3;0;0
Steinstraße, Moers;2022-06-22 05:00:00 +0200;Wednesday;13;13;clear-night;8;5;13;0;8;5;0;0
Steinstraße, Moers;2022-06-22 06:00:00 +0200;Wednesday;43;13;partly-cloudy-day;26;17;43;0;26;17;0;0
Steinstraße, Moers;2022-06-22 07:00:00 +0200;Wednesday;163;14;partly-cloudy-day;101;62;156;7;97;59;4;3
Steinstraße, Moers;2022-06-22 08:00:00 +0200;Wednesday;284;16;partly-cloudy-day;165;119;276;8;160;116;5;3
Steinstraße, Moers;2022-06-22 09:00:00 +0200;Wednesday;726;18;partly-cloudy-day;355;371;691;35;339;352;16;19
Steinstraße, Moers;2022-06-22 10:00:00 +0200;Wednesday;1097;20;cloudy;567;530;1046;51;542;504;25;26
Steinstraße, Moers;2022-06-22 11:00:00 +0200;Wednesday;1407;22;cloudy;689;718;1333;74;652;681;37;37
Steinstraße, Moers;2022-06-22 12:00:00 +0200;Wednesday;1444;23;cloudy;672;772;1388;56;644;744;28;28
Steinstraße, Moers;2022-06-22 13:00:00 +0200;Wednesday;1377;24;cloudy;708;669;1333;44;680;653;28;16
Steinstraße, Moers;2022-06-22 14:00:00 +0200;Wednesday;1195;26;partly-cloudy-day;609;586;1151;44;584;567;25;19
Steinstraße, Moers;2022-06-22 15:00:00 +0200;Wednesday;1129;27;clear-day;573;556;1074;55;543;531;30;25
Steinstraße, Moers;2022-06-22 16:00:00 +0200;Wednesday;1174;28;clear-day;586;588;1120;54;556;564;30;24
Steinstraße, Moers;2022-06-22 17:00:00 +0200;Wednesday;1039;27;clear-day;509;530;1001;38;493;508;16;22
Steinstraße, Moers;2022-06-22 18:00:00 +0200;Wednesday;898;27;clear-day;460;438;861;37;443;418;17;20
Steinstraße, Moers;2022-06-22 19:00:00 +0200;Wednesday;389;28;clear-day;204;185;375;14;194;181;10;4
Steinstraße, Moers;2022-06-22 20:00:00 +0200;Wednesday;212;26;clear-day;99;113;204;8;94;110;5;3
Steinstraße, Moers;2022-06-22 21:00:00 +0200;Wednesday;184;25;clear-day;75;109;177;7;72;105;3;4
Steinstraße, Moers;2022-06-22 22:00:00 +0200;Wednesday;123;22;clear-night;48;75;120;3;47;73;1;2
Steinstraße, Moers;2022-06-22 23:00:00 +0200;Wednesday;39;20;clear-night;21;18;36;3;19;17;2;1
Steinstraße, Moers;2022-06-23 00:00:00 +0200;Thursday;27;19;clear-night;13;14;27;0;13;14;0;0
Steinstraße, Moers;2022-06-23 01:00:00 +0200;Thursday;8;18;clear-night;5;3;8;0;5;3;0;0
Steinstraße, Moers;2022-06-23 02:00:00 +0200;Thursday;2;18;clear-night;0;2;2;0;0;2;0;0
Steinstraße, Moers;2022-06-23 03:00:00 +0200;Thursday;0;17;clear-night;0;0;0;0;0;0;0;0
Steinstraße, Moers;2022-06-23 04:00:00 +0200;Thursday;3;16;clear-night;0;3;3;0;0;3;0;0
Steinstraße, Moers;2022-06-23 05:00:00 +0200;Thursday;12;16;clear-night;9;3;12;0;9;3;0;0
Steinstraße, Moers;2022-06-23 06:00:00 +0200;Thursday;49;16;clear-day;27;22;48;1;27;21;0;1
Steinstraße, Moers;2022-06-23 07:00:00 +0200;Thursday;139;18;partly-cloudy-day;83;56;137;2;82;55;1;1
